use#v#1161188,использовать
measuring_unit#n#13605849,
detachment#n#391714,
cutlassfish#n#2625585,
fail#v#2527985,пропасть
Cenchrus#n#12133988,
skein#n#4233526,клубок
throne#n#606138,трон
disrespect#v#2463257,
Molidae#n#2659056,Луны-рыбы
purge#v#907236,
taw#n#6852133,та (третья буква арабского алфавита)
huckster#n#10210263,фарцовщик
shivaree#n#7068162,
decalcification#n#13477425,
packaging_company#n#8086178,
generation_gap#n#7198684,разрыв поколений
huff#v#1202883,
ichthyology#n#6082462,ихтиология
leflunomide#n#3659412,лефлуномид
lobotomy#n#685381,лоботомия
cerussite#n#14694339,церуссит
macrocytosis#n#14231193,
deviousness#n#4926889,
labor#v#57220,
make#v#1759660,заставить,совершать,совершить,снять,разводить,произвести,развести,снимать
link#n#3679596,линк
smoulder#n#7318714,
Porphyra#n#1418034,Порфира (водоросль)
chapterhouse#n#3010901,chapterhouse
wretchedness#n#14470769,
Pipturus_albidus#n#12416608,
quadrennium#n#15230515,
nap#v#15491,
thinking_cap#n#14039746,
confidence#n#7541744,
resurge#v#2630887,
post_hoc#n#5903579,
harmonic_motion#n#7364480,
husking_bee#n#8205897,
pull#v#2061423,притягивать,тянуть
bacteriolysis#n#13458552,
skid_lid#n#4236169,
decoupage#n#937601,декупаж
experiment#n#787613,эксперимент
diplomat#n#10034403,дипломат
anaphrodisia#n#7503816,
dun#v#529195,
orphan#v#2320257,
bassist#n#9862017,басист
regulatory_agency#n#8370333,
spice#v#560996,пряность
cleanse#v#35769,
maximization#n#367892,
closed_shop#n#8251997,
nudge#v#768334,
curse#v#867978,
triskaidekaphobia#n#14408089,трискаидекафобия
salad_bar#n#4137226,
horsemeat#n#7682151,конина
breathing_room#n#13800301,
wish_list#n#6508290,вишлист
quinquennium#n#15230595,люстр
gallic_acid#n#14901144,галловая кислота
hook_wrench#n#3539025,
assembly#n#8180691,assembly
cream#n#7863174,сливки
wormwood_oil#n#14918032,
sisal#n#12497906,сизаль (растение)
stock#n#4328942,
affirmation#n#1188682,утверждение
water_down#v#489237,
distortion#n#74533,искажения сигнала
stigmatic#n#10675927,стигматы
aware#a#191603,
lock#n#3688203,
highway_engineer#n#10195594,
argument#n#6479351,аргумент (логика)
truckling#n#1169875,yield
moralist#n#10350644,
wiretap#v#2193294,
reseau#n#4085114,
heat_of_fusion#n#11491978,удельная теплота плавления
sheep-tick#n#1780858,
jadeite#n#14702923,жадеит
catching#n#127706,
nativeness#n#4807130,
flight_engineer#n#10116144,бортинженер
vivisectionist#n#10777875,вивисекция
shipwreck#v#1568819,
complementarity#n#13863666,комплементарность
cobble#v#262731,
object-oriented_database#n#6651052,объектно-ориентированная база данных
Fuller#n#11005436,Фуллер
chomping#n#279980,
cheer#v#860989,аплодировать
nastiness#n#4788030,
human_chorionic_gonadotropin#n#14773209,хорионический гонадотропин
saddle_seat#n#4131674,
West_Yorkshire#n#8905717,Западный Йоркшир
gravure#n#3460746,ротогравюрная печатная машина
Euterpe#n#12611603,Эвтерпа
ubiety#n#13981639,
mefloquine#n#3748219,
tulip_orchid#n#12081605,ангулоя
prazosin#n#4004883,празозин
germ_warfare#n#998142,биологическое оружие
spherometer#n#4281805,
brocade#v#1678138,
Nina#n#9543502,Нина
Cucurbita#n#12178665,Тыква
tilt_angle#n#13941617,
genus_Althaea#n#12194641,
dove#n#6894544,искусственный язык
expedient#a#934824,
Gymnocladus#n#12516712,Гимнокладус
adulterator#n#9792029,
comma_bacillus#n#1366970,
techie#n#10715413,
wall_rocket#n#11905761,
repertoire#n#8353554,репертуар
Anemopsis#n#13172980,
supertanker#n#4366121,
approach#v#1853713,подойти,приближаться
bonded_labor#n#14021263,кабала (зависимость)
taoiseach#n#10710548,список премьер-министров ирландии
employment_agency#n#8371279,кадровое агентство
nickel#n#13411312,никель
Aleut#n#6931088,Алеуты
strongman#n#10684629,
Clio#n#9589565,Клио
agent_bank#n#8435273,
wisecrack#v#1060752,
G-string#n#3468985,
superannuate#v#2385560,
deathbed#n#15179336,
seed#v#188707,
sulfur_dioxide#n#15088620,оксид серы(iv)
churchgoer#n#9941943,
trip_wire#n#4492842,
cane_blight#n#14239886,
sally_forth#v#2018883,
probability_theorist#n#10497050,
moderationism#n#5996168,
munition#v#2339752,
unreality#n#4769747,дереализация
Griffith#n#11036370,Гриффит
tensiometer#n#4417895,
crunch#n#7397014,
hip_pocket#n#3527062,
larvicide#n#14954211,
shrug#v#33948,
burst#v#334404,
glove_anesthesia#n#14410373,
unbar#v#1345761,
torture#v#70949,
solidus#n#6857953,солидус
Balochi#n#6987347,
vasopressor#n#4530496,
exile#n#10090946,изгнание
reprisal#n#1238511,репрессалии
kernel#n#12177573,
unpin#v#1371139,
clementine#n#7764133,клементин
mongoloid#n#10348226,монголоидная раса
mail#n#3715183,почта
upstairs#n#4523024,лестница
yachtsman#n#10821647,яхта
duckboard#n#3257890,
reline#v#510430,
jerk#v#1594079,
trip#v#1203572,путь
Morpheus#n#9522361,
provost_guard#n#8233456,
adenomatous_polyp#n#14258093,
Wolffia#n#11816243,Вольфия
tambour#n#4394288,
Eschscholtzia#n#11925705,Эшшольция
snare#n#4255961,силок
eclogue#n#6391062,эклога (стихотворение)
love_feast#n#7993172,агапа
pluralist#n#10463404,плюрализм
surface_chemistry#n#6100266,
band#n#2788214,
process#v#2443400,
spider_orchid#n#12095652,
military_chaplain#n#10336185,
fabulist#n#10095317,басня
vote#n#8497673,голосование
satirize#v#854367,
Cervidae#n#2432341,Оленевые
earth_mother#n#9559051,богиня-мать
thing#n#6736657,
syllabicity#n#7128199,
sound#v#2183962,
change#n#3009524,
dead_drop#n#8601521,
fascia#n#5590163,фасция
ciliary#a#2856129,
farmerette#n#10098990,
factorial#n#5868395,факториал
hop#v#2099338,
subgenus_Calliopsis#n#11977631,
welcome#n#6643829,уэлком
crown#v#2700519,
play#v#1728336,сражаться,проиграть,проигрывать,сразиться
overhead_projector#n#3870230,
make#v#12260,заставить,совершать,совершить,снять,разводить,произвести,развести,снимать
goncalo_alves#n#12780428,гонсало альвес
ligature#n#3670558,лигатура
field_pansy#n#12408660,
Demosthenes#n#10950179,Демосфен
read_between_the_lines#v#623176,
triple#v#1412296,
vindicate#v#906447,защищать,защитить
clubroot_fungus#n#13004414,
ground#n#8597662,
septum#n#11703912,септа
jaywalk#v#1919246,
lap#n#3647261,
generation#n#15274447,поколение
reservation#n#6775091,резервация
seismogram#n#4175777,
chronoscope#n#3030791,
puce#n#4981412,красновато-коричневый цвет
whistle#v#1045759,свистеть,свистнуть
fax#v#1009703,
snail_mail#n#6275585,
cottage_tent#n#3119394,
restore#v#2431646,
pallass_sandgrouse#n#1819115,какаду
lightness#n#5035866,светлота (цвет)
use#n#5197374,
upend#v#1913672,
classwork#n#730273,
navy_bean#n#7743116,
boiling_water_reactor#n#2867462,кипящий водо-водяной реактор
lease#v#2213685,
scruple#v#2647382,
screener#n#10583652,
overabundance#n#5126667,перенаселение
caper#v#1971111,
vanity#n#5148287,тщеславие
canon#n#9911065,
royal_flush#n#7974469,
accrue#v#2234838,
adventurousness#n#4866408,
running_suit#n#4127789,
Fenrir#n#9607580,Фенрир
hunter-gatherer#n#10213038,охотники и собиратели
Cuba#n#8767984,Куба
lumber#v#1929501,
stock_car#n#4329939,
withholder#n#10805371,
ladder_truck#n#3638143,пожарный автомобиль
syphilitic#n#10706923,сифилис
tumefaction#n#13591777,
first_degree#n#5870300,
lift#v#1314268,
capsule#n#2961022,капсула
acromegaly#n#14391888,акромегалия
ripeness#n#14449005,
power_brake#n#4001376,
nail_pulling#n#424426,
fruit#n#13155706,плод
average#v#641660,
flood_in#v#2011694,
panhandler#n#10416036,попрошайничество
radiobiology#n#6092422,радиобиология
incursion#n#50103,
tone#v#1068797,
Cananga#n#11716282,Иланг-иланг
noblesse_oblige#n#1133056,noblesse oblige
drill_master#n#10053745,
abdication#n#6523753,абдикация
bray#v#29623,
rift#n#9432904,рифт
small_civet#n#2138496,
purdah#n#4032027,
bound#v#2716547,
brutalize#v#113860,
tufted_titmouse#n#1595028,острохохлая синица
spotted_salamander#n#1635099,жёлтопятнистая амбистома
street_name#n#6347733,
back_out#v#2001408,
face_angle#n#13939528,
sling#n#4246746,
twang#v#747064,
pattern#v#2718118,
balcony#n#2780739,балкон
preview#n#6901556,
armorer#n#8082931,
grey#v#290154,
deterge#v#1395692,
mydriatic#n#3809150,мидриаз
uptick#n#1112878,
paltriness#n#5147543,
copolymer#n#14927100,сополимеры
daybook#n#3169877,
bang#r#279015,стучать,стукнуть
chain#n#3003017,цепь
regard#v#2137650,честь
northland#n#8580527,
marshal#v#2004789,
larder#n#7588181,
serum_albumin#n#14755978,альбумины
hit#v#2108439,давать,дать,ткнуть,трахать,стукнуть
cage#n#14022451,кейдж
otherworld#n#5818169,
discriminative_stimulus#n#5837537,
sweet_cider#n#7938188,
ligation#n#149062,лигирование
horsepower#n#13666489,лошадиная сила
anklet#n#2716223,цепочка на ноге
spline#n#4289517,
cult#n#5957404,тоталитарная секта
Tenerife#n#9051013,Тенерифе
distortionist#n#10038472,
broadtail#n#2416689,каракульская порода
myoma#n#14272023,миома матки
psychogenesis#n#13564434,психология
greengrocery#n#3462628,
planet#n#9417539,планета
Dragunov#n#3236522,
crown_jewel#n#13351447,
buccal_artery#n#5346716,
heed#v#2577816,
Anglophilia#n#7516196,Англомания
wake-up_call#n#7239141,
spill#n#330445,
costermonger#n#9987658,костермонгеры
em#n#13734533,em
Sardis#n#9065150,Сарды
crunch#v#1060096,
whirling_dervish#n#10796815,мевлеви
miniature_golf#n#467780,мини-гольф
handcolor#v#286616,
chancre#n#14207549,твёрдый шанкр
dandify#v#51659,
soldier_grainy_club#n#12982819,
vote#v#2467624,
aitchbone#n#7678863,
publicity#n#4727812,
Tabernaemontana#n#11796806,Табернемонтана
treasury#n#8137210,казна
reserve_clause#n#6405925,
revenuer#n#10546208,
pet_name#n#6350614,уменьшительное имя
ineligibility#n#4725410,
portraiture#n#902655,
definite_quantity#n#13597304,
Rosicrucian#n#10558835,Орден розенкрейцеров
waft#v#1878171,
stuffing_nut#n#4352865,
pan-broil#v#329389,
familiarity#n#738368,
freedom_from_double_jeopardy#n#5192374,
drop#v#1203299,упасть,падать,оставлять,оставить,сбросить,сбрасывать
philter#n#7899636,
southernism#n#7166735,
knobcone_pine#n#11638329,
denazify#v#502369,
compliment#v#883182,хвалить
oak-leaved_goosefoot#n#11850141,
even#v#417630,хоть,пусть
shelver#n#10608132,
cloak#v#1337217,
harvest#n#923604,уборка урожая
cork#v#322142,
Kamarupan#n#6944668,
cerebral_aneurysm#n#14131135,аневризмы сосудов головного мозга
trammel_net#n#4476580,рыболовная сеть
alpaca#n#2440903,альпака
water_polo#n#465546,водное поло
residual_soil#n#14719749,
operative_field#n#5943680,
halfback#n#10176688,
mortgage_application#n#6525145,
amobarbital_sodium#n#2706551,амобарбитал
latency_stage#n#15171220,
beer_hall#n#2826990,
Chelonia#n#1664915,
setscrew#n#4184606,
baby_shoe#n#2770152,
cosecant#n#13811214,тригонометрические функции
skeletal_structure#n#5593315,скелетная формула
transsexual#n#10745370,транссексуальность
corditis#n#14364968,
flexibility#n#4666644,жёсткость
packing#n#323054,
float#v#1364701,
chili_powder#n#7838663,
crook#n#3138769,крук
sellout#n#751514,
toehold#n#816697,
hack#v#527521,
goose_step#v#1933086,
breath#n#14865940,дыхание
Gondi#n#6993631,Гонди
mho#n#13658719,сименс (единица измерения)
masquerade#v#839296,
dig#v#1313763,копать
rumpus#v#2591344,
palindrome#n#6305609,палиндром
Gregory#n#11033872,Грегори
pride#n#4893841,гордость
high_ground#n#13972681,
gross_domestic_product#n#13278410,валовой внутренний продукт
empiricist#n#10073399,эмпиризм
complementary_medicine#n#615106,нетрадиционная медицина
sop#n#7231275,
myometritis#n#14373853,
edibility#n#5004637,
clementine#n#12731175,клементин
traditionalism#n#5986667,
physa#n#1955353,
tungstic_acid#n#15106603,вольфрамовая кислота
turn_away#v#1912802,
power_pack#n#4002362,
bonsai#n#13132640,бонсай
mold#v#211164,
ameloblast#n#5455629,
crooner#n#9999620,крунер
palace#n#8069873,дворец
male_body#n#5226998,
blackjack#n#491361,блэкджек
unbrace#v#226006,
murmur_vowel#n#7128862,
national_debt#n#13418692,государственный долг
median#n#6033170,медиана (статистика)
outsource#v#2366099,
genius_loci#n#14548876,genius loci
crack#v#2576982,ломаться
class#n#8255581,класс
character_witness#n#9928935,
test_tube#n#4423056,пробирка
life#n#15165704,жизнь
Antennaria#n#11942418,Кошачья лапка
shop_bell#n#4210399,
contrariety#n#13880589,антонимы
salinometer#n#4137649,солемер
long_wave#n#11527929,длинные волны
substance#n#14604577,субстанция
fall_out#v#2012689,
pledge#n#13371717,
preemption#n#85861,
distribution#n#1085001,дистрибуция
musculus_adductor_magnus#n#5299699,большая приводящая мышца
commensurateness#n#13839491,
miss#v#812219,зевать
speed_bump#n#4280778,лежачий полицейский
airspace#n#8519338,воздушное пространство
haze#v#2778160,
zonk_out#v#16848,
propulsion#n#45991,движитель
Lear#n#11142429,Лир
Elephantopus#n#11983322,
leap_second#n#15260131,секунда координации
mezzo-soprano#n#10333099,меццо-сопрано
cut#v#1416571,резать,сокращать,косить,сократить
